phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity,level_tier
sand dune,sand,dune,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
sand pit,sand,pit,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
sand storm,sand,storm,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
sand trap,sand,trap,medium,5.2,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
sandy beach,sandy,beach,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
savings account,savings,account,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
saw blade,saw,blade,medium,5.2,1.63,1,1.0,concrete,neutral,tool,20.0,1,4,mid (21-50)
scale back,scale,back,medium,5.2,1.57,1,0.4,abstract,neutral,action,20.0,1,4,mid (21-50)
scan code,scan,code,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
school band,school,band,medium,5.4,1.63,6,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school bell,school,bell,medium,5.4,1.63,6,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school board,school,board,medium,5.4,1.63,6,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school bus,school,bus,high,6.2,2.23,6,1.0,concrete,neutral,transport,20.0,1,4,early (1-20)
school dance,school,dance,medium,5.4,1.63,3,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school day,school,day,medium,5.6,1.67,3,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school desk,school,desk,medium,5.4,1.63,3,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
school friend,school,friend,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
school lunch,school,lunch,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
school nurse,school,nurse,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school paper,school,paper,medium,5.2,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school play,school,play,medium,5.2,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school spirit,school,spirit,medium,5.2,1.6,2,0.7,concrete,neutral,school,20.0,1,4,mid (21-50)
school supplies,school,supplies,medium,5.4,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school teacher,school,teacher,medium,5.6,1.67,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school trip,school,trip,medium,5.4,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school uniform,school,uniform,medium,5.2,1.63,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
school yard,school,yard,medium,5.6,2.22,2,1.0,concrete,neutral,school,20.0,1,4,early (1-20)
school year,school,year,medium,5.6,1.67,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
school zone,school,zone,medium,5.6,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
science class,science,class,medium,5.4,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
science club,science,club,medium,5.2,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
science fair,science,fair,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
science project,science,project,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
scooter ride,scooter,ride,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
score board,score,board,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
scrambled egg,scrambled,egg,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
scrap paper,scrap,paper,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
screen door,screen,door,high,5.5,2.07,1,1.0,concrete,neutral,household,23.0,1,4,early (1-20)
screen print,screen,print,medium,5.0,1.63,1,1.0,concrete,neutral,craft,25.5,1,3,mid (21-50)
screw driver,screw,driver,medium,5.4,1.63,1,1.0,concrete,neutral,tool,20.0,1,4,mid (21-50)
screw top,screw,top,medium,5.0,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sea bird,sea,bird,medium,5.2,1.63,3,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
sea breeze,sea,breeze,medium,5.4,1.63,3,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
sea horse,sea,horse,medium,5.4,1.63,1,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
sea lion,sea,lion,medium,5.4,1.63,1,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
sea salt,sea,salt,medium,5.4,1.63,4,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sea shell,sea,shell,medium,5.6,1.67,4,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
sea shore,sea,shore,medium,5.4,1.63,4,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
sea turtle,sea,turtle,medium,5.4,1.63,1,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
sea wall,sea,wall,medium,5.2,1.63,3,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sea water,sea,water,medium,5.4,1.63,3,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
sea weed,sea,weed,medium,5.4,1.63,3,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
search party,search,party,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
seat belt,seat,belt,medium,6.5,2.23,1,1.0,concrete,neutral,transport,18.0,1,5,early (1-20)
seat cushion,seat,cushion,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
second base,second,base,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
second chance,second,chance,medium,5.6,1.62,1,0.5,abstract,positive,thought,20.0,1,4,mid (21-50)
second grade,second,grade,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
second hand,second,hand,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
security badge,security,badge,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
security code,security,code,medium,5.4,1.63,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
see through,see,through,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
semi truck,semi,truck,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
send in,send,in,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
senior year,senior,year,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
serial number,serial,number,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
server room,server,room,medium,5.2,1.63,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
service fee,service,fee,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
serving dish,serving,dish,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
serving spoon,serving,spoon,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
serving tray,serving,tray,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sesame oil,sesame,oil,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sesame seed,sesame,seed,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
set back,set,back,medium,5.4,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
set in,set,in,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
set out,set,out,medium,5.6,1.62,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
set up,set,up,high,5.8,2.05,1,0.6,abstract,neutral,action,20.0,1,4,early (1-20)
settle down,settle,down,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
shake off,shake,off,medium,5.2,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
shaved ice,shaved,ice,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sheet music,sheet,music,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shelf bracket,shelf,bracket,low,4.8,1.32,1,1.0,concrete,neutral,household,20.0,1,4,late (51+)
ship deck,ship,deck,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
ship yard,ship,yard,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
shipping box,shipping,box,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shipping cost,shipping,cost,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shipping dock,shipping,dock,medium,5.2,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
shipping label,shipping,label,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shirt button,shirt,button,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,24.5,1,4,mid (21-50)
shirt pocket,shirt,pocket,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,24.5,1,4,mid (21-50)
shoe box,shoe,box,high,5.5,2.07,1,1.0,concrete,neutral,household,18.5,1,4,early (1-20)
shoe lace,shoe,lace,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
shoe rack,shoe,rack,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
shoe store,shoe,store,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shooting star,shooting,star,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
shop around,shop,around,medium,5.2,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
shop floor,shop,floor,medium,5.2,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shop keeper,shop,keeper,medium,5.2,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
shop owner,shop,owner,medium,5.2,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
shop window,shop,window,medium,5.5,1.67,2,1.0,concrete,neutral,commerce,23.0,1,4,mid (21-50)
shopping bag,shopping,bag,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shopping cart,shopping,cart,medium,5.8,2.22,2,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
shopping center,shopping,center,medium,5.6,1.67,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shopping guide,shopping,guide,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shopping list,shopping,list,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shopping mall,shopping,mall,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shopping trip,shopping,trip,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
short break,short,break,medium,5.2,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
short haul,short,haul,medium,5.0,1.58,2,0.5,abstract,neutral,time,20.0,1,4,mid (21-50)
short order,short,order,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
short run,short,run,medium,5.2,1.57,1,0.4,abstract,neutral,time,20.0,1,4,mid (21-50)
short time,short,time,medium,5.6,1.64,1,0.7,abstract,neutral,time,20.0,1,4,mid (21-50)
show off,show,off,medium,5.6,1.62,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
show room,show,room,medium,5.5,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
show time,show,time,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
show up,show,up,high,5.8,2.05,1,0.6,abstract,neutral,action,20.0,1,4,early (1-20)
shower curtain,shower,curtain,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
shower door,shower,door,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
shower head,shower,head,medium,5.6,1.67,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
shower hook,shower,hook,medium,5.0,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
shrimp cocktail,shrimp,cocktail,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
shut down,shut,down,medium,5.6,1.62,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
shut out,shut,out,medium,5.2,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
shut up,shut,up,high,5.6,2.05,1,0.6,abstract,negative,communication,20.0,1,4,early (1-20)
shy away,shy,away,medium,5.2,1.57,1,0.4,abstract,negative,action,20.0,1,4,mid (21-50)
sick day,sick,day,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
sick leave,sick,leave,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
side dish,side,dish,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
side door,side,door,high,6.5,2.07,2,0.7,concrete,neutral,household,23.0,2,5,early (1-20)
side entrance,side,entrance,medium,5.2,1.63,2,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
side road,side,road,medium,5.2,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
side room,side,room,low,4.8,1.32,2,1.0,concrete,neutral,building,20.0,1,4,late (51+)
side salad,side,salad,medium,5.4,1.63,4,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
side show,side,show,medium,5.2,1.63,4,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
side street,side,street,medium,5.4,1.63,4,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
side table,side,table,high,5.5,2.07,2,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
side track,side,track,medium,5.2,1.58,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
side walk,side,walk,high,5.8,2.07,1,1.0,concrete,neutral,transport,20.0,1,4,early (1-20)
sign away,sign,away,medium,5.0,1.57,1,0.4,abstract,neutral,action,20.0,1,4,mid (21-50)
sign in,sign,in,medium,5.6,1.67,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
sign off,sign,off,medium,5.4,1.58,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
sign out,sign,out,medium,5.4,1.63,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
sign post,sign,post,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
sign up,sign,up,high,5.8,2.07,1,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
silver spoon,silver,spoon,medium,5.2,1.63,4,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
sing along,sing,along,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
sink drain,sink,drain,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
sink in,sink,in,medium,5.4,1.57,1,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
sit back,sit,back,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
site map,site,map,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
six pack,six,pack,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
sixth grade,sixth,grade,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
skate board,skate,board,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
skate park,skate,park,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
skating rink,skating,rink,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
skeleton crew,skeleton,crew,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,26.0,1,4,early (1-20)
skeleton key,skeleton,key,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,24.5,1,4,early (1-20)
sketch book,sketch,book,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sketch pad,sketch,pad,medium,5.5,1.67,1,1.0,concrete,neutral,craft,21.5,1,4,mid (21-50)
ski lift,ski,lift,medium,5.5,1.64,2,0.7,concrete,neutral,transport,23.5,2,4,mid (21-50)
ski lodge,ski,lodge,medium,5.5,1.64,2,0.7,concrete,neutral,architecture,25.0,2,4,mid (21-50)
skim milk,skim,milk,medium,5.4,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
skin tone,skin,tone,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
sleep over,sleep,over,medium,5.6,1.67,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
sleeping bag,sleeping,bag,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sleeping pad,sleeping,pad,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
slide ride,slide,ride,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
slide show,slide,show,medium,5.4,1.63,1,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
sliding door,sliding,door,high,5.5,2.07,1,1.0,concrete,neutral,household,24.5,1,4,early (1-20)
slim chance,slim,chance,medium,5.2,1.57,1,0.4,abstract,negative,thought,20.0,1,4,mid (21-50)
slip away,slip,away,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
slotted spoon,slotted,spoon,medium,5.0,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
slow dance,slow,dance,medium,5.4,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
slow down,slow,down,medium,5.6,1.62,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
slow start,slow,start,medium,5.2,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
small business,small,business,medium,5.6,1.67,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
smart phone,smart,phone,high,5.8,2.07,1,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
smoke alarm,smoke,alarm,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
smoke detector,smoke,detector,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
smoke signal,smoke,signal,medium,5.2,1.63,1,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
snack bar,snack,bar,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
snack break,snack,break,medium,5.2,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
snack food,snack,food,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
snack pack,snack,pack,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
snack time,snack,time,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
snap back,snap,back,medium,5.2,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
snare drum,snare,drum,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
snow ball,snow,ball,medium,5.8,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
snow board,snow,board,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
snow cone,snow,cone,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
snow day,snow,day,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
snow drift,snow,drift,medium,5.2,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
snow fall,snow,fall,medium,5.6,1.67,2,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
snow flake,snow,flake,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
snow man,snow,man,medium,5.8,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
snow plow,snow,plow,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
snow shoe,snow,shoe,medium,5.2,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
snow storm,snow,storm,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
snowy day,snowy,day,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
soap dish,soap,dish,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
soccer ball,soccer,ball,medium,5.8,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer coach,soccer,coach,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer field,soccer,field,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer game,soccer,game,medium,5.6,1.67,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer goal,soccer,goal,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer player,soccer,player,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer practice,soccer,practice,medium,5.2,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer season,soccer,season,medium,5.2,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer team,soccer,team,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soda bottle,soda,bottle,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soda can,soda,can,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soda pop,soda,pop,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
soda tab,soda,tab,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
sofa bed,sofa,bed,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
soft ball,soft,ball,high,5.8,2.07,1,1.0,concrete,neutral,sports,20.0,1,4,early (1-20)
soft drink,soft,drink,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
soft pretzel,soft,pretzel,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
some way,some,way,medium,5.4,1.58,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
song bird,song,bird,medium,5.5,1.67,2,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
song book,song,book,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sort out,sort,out,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
soul food,soul,food,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
soul mate,soul,mate,medium,5.5,1.67,1,1.0,concrete,neutral,relationship,20.0,1,4,mid (21-50)
sound mind,sound,mind,medium,5.0,1.57,2,0.4,abstract,positive,thought,20.0,1,4,mid (21-50)
sound mix,sound,mix,medium,5.5,1.67,2,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
sound track,sound,track,medium,5.5,1.67,1,1.0,concrete,neutral,music,23.0,1,4,mid (21-50)
soup bowl,soup,bowl,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
soup can,soup,can,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soup kitchen,soup,kitchen,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
soup ladle,soup,ladle,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soup pot,soup,pot,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soup spoon,soup,spoon,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
sour cream,sour,cream,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sour dough,sour,dough,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sous chef,sous,chef,low,4.8,1.32,1,1.0,concrete,neutral,job,20.0,1,4,late (51+)
soy milk,soy,milk,medium,5.4,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
soy sauce,soy,sauce,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
space bar,space,bar,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
space out,space,out,medium,5.2,1.57,1,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
space ship,space,ship,medium,5.5,1.64,2,0.7,concrete,neutral,transport,26.5,2,4,mid (21-50)
space station,space,station,high,5.5,2.06,2,0.7,concrete,neutral,object_neutral,31.0,2,4,early (1-20)
spare room,spare,room,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
spare time,spare,time,medium,5.4,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
spare tire,spare,tire,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
spare wheel,spare,wheel,medium,5.5,1.67,1,1.0,concrete,neutral,transport,23.0,1,4,mid (21-50)
sparkling water,sparkling,water,medium,5.4,1.63,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
sparkling wine,sparkling,wine,medium,5.2,1.63,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
speak out,speak,out,medium,5.4,1.58,1,0.5,abstract,positive,communication,20.0,1,4,mid (21-50)
speak up,speak,up,medium,5.6,1.62,1,0.5,abstract,positive,communication,20.0,1,4,mid (21-50)
speaker wire,speaker,wire,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
special order,special,order,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
speed boat,speed,boat,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
speed bump,speed,bump,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
speed limit,speed,limit,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
speed trap,speed,trap,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
spell out,spell,out,medium,5.2,1.58,1,0.5,abstract,neutral,communication,20.0,1,4,mid (21-50)
spelling bee,spelling,bee,medium,5.6,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
spelling test,spelling,test,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
spider web,spider,web,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
