phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity,level_tier
science project,science,project,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
scooter ride,scooter,ride,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
score board,score,board,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
scrambled egg,scrambled,egg,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
scrap paper,scrap,paper,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
screen door,screen,door,high,5.5,2.07,1,1.0,concrete,neutral,household,23.0,1,4,early (1-20)
screen print,screen,print,medium,5.0,1.63,1,1.0,concrete,neutral,craft,25.5,1,3,mid (21-50)
screw driver,screw,driver,medium,5.4,1.63,1,1.0,concrete,neutral,tool,20.0,1,4,mid (21-50)
screw top,screw,top,medium,5.0,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sea lion,sea,lion,medium,5.4,1.63,1,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
sea turtle,sea,turtle,medium,5.4,1.63,1,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
search party,search,party,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
seat belt,seat,belt,medium,6.5,2.23,1,1.0,concrete,neutral,transport,18.0,1,5,early (1-20)
seat cushion,seat,cushion,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
second base,second,base,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
second grade,second,grade,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
second hand,second,hand,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
security badge,security,badge,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
security code,security,code,medium,5.4,1.63,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
semi truck,semi,truck,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
senior year,senior,year,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
serial number,serial,number,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
server room,server,room,medium,5.2,1.63,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
service fee,service,fee,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
serving dish,serving,dish,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
serving spoon,serving,spoon,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
serving tray,serving,tray,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sesame oil,sesame,oil,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sesame seed,sesame,seed,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
shaved ice,shaved,ice,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sheet music,sheet,music,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
ship deck,ship,deck,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
ship yard,ship,yard,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
shipping box,shipping,box,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shipping cost,shipping,cost,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shipping dock,shipping,dock,medium,5.2,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
shipping label,shipping,label,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shirt button,shirt,button,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,24.5,1,4,mid (21-50)
shirt pocket,shirt,pocket,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,24.5,1,4,mid (21-50)
shoe box,shoe,box,high,5.5,2.07,1,1.0,concrete,neutral,household,18.5,1,4,early (1-20)
shoe lace,shoe,lace,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
shoe rack,shoe,rack,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
shoe store,shoe,store,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shooting star,shooting,star,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
shop floor,shop,floor,medium,5.2,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shop owner,shop,owner,medium,5.2,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
shop window,shop,window,medium,5.5,1.67,2,1.0,concrete,neutral,commerce,23.0,1,4,mid (21-50)
shopping bag,shopping,bag,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shopping cart,shopping,cart,medium,5.8,2.22,2,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
shopping center,shopping,center,medium,5.6,1.67,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shopping guide,shopping,guide,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shopping list,shopping,list,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
shopping mall,shopping,mall,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
shopping trip,shopping,trip,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
short break,short,break,medium,5.2,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
short order,short,order,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
show room,show,room,medium,5.5,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
show time,show,time,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
shower curtain,shower,curtain,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
shower door,shower,door,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
shower head,shower,head,medium,5.6,1.67,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
shower hook,shower,hook,medium,5.0,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
shrimp cocktail,shrimp,cocktail,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sick day,sick,day,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
sick leave,sick,leave,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
side dish,side,dish,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
side door,side,door,high,6.5,2.07,2,0.7,concrete,neutral,household,23.0,2,5,early (1-20)
side entrance,side,entrance,medium,5.2,1.63,2,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
side road,side,road,medium,5.2,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
side table,side,table,high,5.5,2.07,2,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
side walk,side,walk,high,5.8,2.07,1,1.0,concrete,neutral,transport,20.0,1,4,early (1-20)
sign in,sign,in,medium,5.6,1.67,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
sign out,sign,out,medium,5.4,1.63,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
sign post,sign,post,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
sign up,sign,up,high,5.8,2.07,1,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
sink drain,sink,drain,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
site map,site,map,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
six pack,six,pack,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
sixth grade,sixth,grade,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
skate board,skate,board,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
skate park,skate,park,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
skating rink,skating,rink,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
skeleton crew,skeleton,crew,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,26.0,1,4,early (1-20)
skeleton key,skeleton,key,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,24.5,1,4,early (1-20)
sketch book,sketch,book,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sketch pad,sketch,pad,medium,5.5,1.67,1,1.0,concrete,neutral,craft,21.5,1,4,mid (21-50)
ski lift,ski,lift,medium,5.5,1.64,2,0.7,concrete,neutral,transport,23.5,2,4,mid (21-50)
ski lodge,ski,lodge,medium,5.5,1.64,2,0.7,concrete,neutral,architecture,25.0,2,4,mid (21-50)
skim milk,skim,milk,medium,5.4,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
skin tone,skin,tone,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
sleep over,sleep,over,medium,5.6,1.67,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
sleeping bag,sleeping,bag,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sleeping pad,sleeping,pad,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
slide ride,slide,ride,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
slide show,slide,show,medium,5.4,1.63,1,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
sliding door,sliding,door,high,5.5,2.07,1,1.0,concrete,neutral,household,24.5,1,4,early (1-20)
slotted spoon,slotted,spoon,medium,5.0,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
slow dance,slow,dance,medium,5.4,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
small business,small,business,medium,5.6,1.67,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
smart phone,smart,phone,high,5.8,2.07,1,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
smoke alarm,smoke,alarm,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
smoke detector,smoke,detector,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
smoke signal,smoke,signal,medium,5.2,1.63,1,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
snack bar,snack,bar,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
snack break,snack,break,medium,5.2,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
snack food,snack,food,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
snack pack,snack,pack,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
snack time,snack,time,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
snare drum,snare,drum,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
snow ball,snow,ball,medium,5.8,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
snow board,snow,board,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
snow cone,snow,cone,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
snow day,snow,day,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
snow drift,snow,drift,medium,5.2,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
snow fall,snow,fall,medium,5.6,1.67,2,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
snow flake,snow,flake,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
snow man,snow,man,medium,5.8,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
snow plow,snow,plow,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
snow shoe,snow,shoe,medium,5.2,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
snow storm,snow,storm,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
snowy day,snowy,day,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
soap dish,soap,dish,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
soccer ball,soccer,ball,medium,5.8,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer coach,soccer,coach,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer field,soccer,field,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer game,soccer,game,medium,5.6,1.67,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer goal,soccer,goal,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer player,soccer,player,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer practice,soccer,practice,medium,5.2,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer season,soccer,season,medium,5.2,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soccer team,soccer,team,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
soda bottle,soda,bottle,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soda can,soda,can,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soda pop,soda,pop,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
soda tab,soda,tab,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
sofa bed,sofa,bed,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
soft ball,soft,ball,high,5.8,2.07,1,1.0,concrete,neutral,sports,20.0,1,4,early (1-20)
soft drink,soft,drink,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
soft pretzel,soft,pretzel,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
song bird,song,bird,medium,5.5,1.67,2,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
song book,song,book,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
sound mix,sound,mix,medium,5.5,1.67,2,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
sound track,sound,track,medium,5.5,1.67,1,1.0,concrete,neutral,music,23.0,1,4,mid (21-50)
soup bowl,soup,bowl,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
soup can,soup,can,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soup kitchen,soup,kitchen,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
soup ladle,soup,ladle,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soup pot,soup,pot,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
soup spoon,soup,spoon,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
sour cream,sour,cream,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sour dough,sour,dough,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
soy milk,soy,milk,medium,5.4,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
soy sauce,soy,sauce,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
space bar,space,bar,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
space ship,space,ship,medium,5.5,1.64,2,0.7,concrete,neutral,transport,26.5,2,4,mid (21-50)
space station,space,station,high,5.5,2.06,2,0.7,concrete,neutral,object_neutral,31.0,2,4,early (1-20)
spare room,spare,room,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
spare time,spare,time,medium,5.4,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
spare tire,spare,tire,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
spare wheel,spare,wheel,medium,5.5,1.67,1,1.0,concrete,neutral,transport,23.0,1,4,mid (21-50)
sparkling water,sparkling,water,medium,5.4,1.63,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
sparkling wine,sparkling,wine,medium,5.2,1.63,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
speaker wire,speaker,wire,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
special order,special,order,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
speed boat,speed,boat,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
speed bump,speed,bump,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
speed limit,speed,limit,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
speed trap,speed,trap,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
spelling bee,spelling,bee,medium,5.6,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
spelling test,spelling,test,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
spider web,spider,web,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
spirit day,spirit,day,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
spirit week,spirit,week,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
split pea,split,pea,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
sports car,sports,car,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
sports day,sports,day,medium,5.4,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
sports drink,sports,drink,medium,5.4,1.63,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
spot light,spot,light,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
spray bottle,spray,bottle,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
spray can,spray,can,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
spray paint,spray,paint,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
spread sheet,spread,sheet,medium,5.4,1.63,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
spring break,spring,break,medium,5.6,1.67,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
spring clip,spring,clip,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
spring day,spring,day,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
spring flower,spring,flower,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
spring rain,spring,rain,medium,5.2,1.63,2,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
spring roll,spring,roll,high,5.5,2.07,2,1.0,concrete,neutral,food,23.0,1,4,early (1-20)
spring time,spring,time,medium,5.6,1.67,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
spring water,spring,water,medium,5.5,1.67,1,1.0,concrete,neutral,drink,24.5,1,4,mid (21-50)
squad car,squad,car,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
square dance,square,dance,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
staff meeting,staff,meeting,medium,5.4,1.63,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
staff member,staff,member,medium,5.2,1.63,2,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
stained glass,stained,glass,medium,5.5,1.67,1,1.0,concrete,neutral,craft,26.0,1,4,mid (21-50)
stamp album,stamp,album,high,5.0,2.05,1,1.0,concrete,neutral,object_neutral,24.0,1,3,early (1-20)
stamp pad,stamp,pad,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
staple remover,staple,remover,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
star light,star,light,medium,5.4,2.21,1,1.0,concrete,neutral,nature,20.0,1,4,early (1-20)
state fair,state,fair,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
state park,state,park,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
steak knife,steak,knife,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
steam boat,steam,boat,medium,5.5,1.67,1,1.0,concrete,neutral,maritime,21.5,1,4,mid (21-50)
steam train,steam,train,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
steel bar,steel,bar,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
steep hill,steep,hill,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
step ladder,step,ladder,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
step stool,step,stool,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
stepping stone,stepping,stone,medium,5.5,1.67,1,1.0,concrete,neutral,nature,27.5,1,4,mid (21-50)
sticky note,sticky,note,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
stock market,stock,market,medium,5.6,1.64,1,0.7,concrete,neutral,commerce,20.0,1,4,mid (21-50)
stone wall,stone,wall,medium,5.5,1.67,1,1.0,concrete,neutral,architecture,21.5,1,4,mid (21-50)
stop light,stop,light,medium,5.6,1.67,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
stop sign,stop,sign,medium,6.5,2.23,1,1.0,concrete,neutral,transport,18.0,1,5,early (1-20)
storage room,storage,room,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
storage space,storage,space,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
store brand,store,brand,medium,5.2,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
store card,store,card,medium,5.2,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
store clerk,store,clerk,medium,5.2,1.63,2,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
store front,store,front,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
store hours,store,hours,medium,5.2,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
store manager,store,manager,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
store owner,store,owner,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
store policy,store,policy,medium,5.0,1.6,1,0.7,concrete,neutral,commerce,20.0,1,4,mid (21-50)
store receipt,store,receipt,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
store room,store,room,high,5.5,2.07,2,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
storm cloud,storm,cloud,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
storm door,storm,door,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
story book,story,book,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
story time,story,time,medium,5.6,1.67,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
strawberry jam,strawberry,jam,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
strawberry pie,strawberry,pie,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
stream bed,stream,bed,medium,5.0,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
street address,street,address,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
street corner,street,corner,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
street fair,street,fair,medium,5.4,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
street lamp,street,lamp,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
street light,street,light,medium,5.6,1.67,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
street number,street,number,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
street sign,street,sign,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
string bean,string,bean,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
string cheese,string,cheese,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
string light,string,light,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
strong wind,strong,wind,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
student council,student,council,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
student desk,student,desk,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
study break,study,break,medium,5.2,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
study group,study,group,medium,5.4,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
study guide,study,guide,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
study hall,study,hall,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
study time,study,time,medium,5.2,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
stuffed pepper,stuffed,pepper,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
style guide,style,guide,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
subway car,subway,car,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
subway map,subway,map,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
subway station,subway,station,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
subway train,subway,train,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
