phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity
shut out,shut,out,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
shut up,shut,up,high,5.6,6.6,1,0.6,abstract,negative,communication,20.0,1,4
shy away,shy,away,medium,5.2,6.2,1,0.4,abstract,negative,action,20.0,1,4
sick day,sick,day,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
sick leave,sick,leave,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
side dish,side,dish,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
side door,side,door,high,6.5,6.9,2,0.7,concrete,neutral,household,23.0,2,5
side entrance,side,entrance,medium,5.2,6.2,2,1.0,concrete,neutral,building,20.0,1,4
side road,side,road,medium,5.2,6.2,2,1.0,concrete,neutral,transport,20.0,1,4
side room,side,room,low,4.8,5.8,2,1.0,concrete,neutral,building,20.0,1,4
side salad,side,salad,medium,5.4,6.4,4,1.0,concrete,neutral,food,20.0,1,4
side show,side,show,medium,5.2,6.2,4,1.0,concrete,neutral,performance,20.0,1,4
side street,side,street,medium,5.4,6.4,4,1.0,concrete,neutral,transport,20.0,1,4
side table,side,table,high,5.5,5.7,2,1.0,concrete,neutral,household,21.5,1,4
side track,side,track,medium,5.2,6.2,2,0.5,abstract,neutral,action,20.0,1,4
side walk,side,walk,high,5.8,6.8,1,1.0,concrete,neutral,transport,20.0,1,4
sign away,sign,away,medium,5.0,6.0,1,0.4,abstract,neutral,action,20.0,1,4
sign in,sign,in,medium,5.6,6.6,1,1.0,concrete,neutral,work,20.0,1,4
sign off,sign,off,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
sign out,sign,out,medium,5.4,6.4,2,1.0,concrete,neutral,work,20.0,1,4
sign post,sign,post,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
sign up,sign,up,high,5.8,6.8,1,1.0,concrete,neutral,commerce,20.0,1,4
silver spoon,silver,spoon,medium,5.2,6.2,4,1.0,concrete,neutral,household,20.0,1,4
sing along,sing,along,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
sink drain,sink,drain,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
sink in,sink,in,medium,5.4,6.4,1,0.4,abstract,neutral,thought,20.0,1,4
sit back,sit,back,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
site map,site,map,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,18.5,1,4
six pack,six,pack,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,18.5,1,4
sixth grade,sixth,grade,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
skate board,skate,board,medium,5.6,6.6,1,1.0,concrete,neutral,sports,20.0,1,4
skate park,skate,park,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
skating rink,skating,rink,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
skeleton crew,skeleton,crew,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,26.0,1,4
skeleton key,skeleton,key,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,24.5,1,4
sketch book,sketch,book,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
sketch pad,sketch,pad,medium,5.5,5.7,1,1.0,concrete,neutral,craft,21.5,1,4
ski lift,ski,lift,medium,5.5,5.7,2,0.7,concrete,neutral,transport,23.5,2,4
ski lodge,ski,lodge,medium,5.5,5.7,2,0.7,concrete,neutral,architecture,25.0,2,4
skim milk,skim,milk,medium,5.4,6.4,1,1.0,concrete,neutral,drink,20.0,1,4
skin tone,skin,tone,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
sleep over,sleep,over,medium,5.6,6.6,1,1.0,concrete,neutral,social,20.0,1,4
sleeping bag,sleeping,bag,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
sleeping pad,sleeping,pad,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
slide ride,slide,ride,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
slide show,slide,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance,20.0,1,4
sliding door,sliding,door,high,5.5,5.7,1,1.0,concrete,neutral,household,24.5,1,4
slim chance,slim,chance,medium,5.2,6.2,1,0.4,abstract,negative,thought,20.0,1,4
slip away,slip,away,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
slotted spoon,slotted,spoon,medium,5.0,6.0,1,1.0,concrete,neutral,object,20.0,1,4
slow dance,slow,dance,medium,5.4,6.4,2,1.0,concrete,neutral,social,20.0,1,4
slow down,slow,down,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
slow start,slow,start,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
small business,small,business,medium,5.6,6.6,1,1.0,concrete,neutral,work,20.0,1,4
smart phone,smart,phone,high,5.8,6.8,1,1.0,concrete,neutral,object,20.0,1,4
smoke alarm,smoke,alarm,medium,5.6,6.6,1,1.0,concrete,neutral,household,20.0,1,4
smoke detector,smoke,detector,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
smoke signal,smoke,signal,medium,5.2,6.2,1,1.0,concrete,neutral,communication,20.0,1,4
snack bar,snack,bar,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
snack break,snack,break,medium,5.2,6.2,2,1.0,concrete,neutral,time,20.0,1,4
snack food,snack,food,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
snack pack,snack,pack,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
snack time,snack,time,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
snap back,snap,back,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
snare drum,snare,drum,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
snow ball,snow,ball,medium,5.8,6.8,2,1.0,concrete,neutral,object,20.0,1,4
snow board,snow,board,medium,5.4,6.4,2,1.0,concrete,neutral,sports,20.0,1,4
snow cone,snow,cone,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
snow day,snow,day,medium,5.6,6.6,2,1.0,concrete,neutral,nature,20.0,1,4
snow drift,snow,drift,medium,5.2,6.2,2,1.0,concrete,neutral,nature,20.0,1,4
snow fall,snow,fall,medium,5.6,6.6,2,1.0,concrete,neutral,weather,20.0,1,4
snow flake,snow,flake,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
snow man,snow,man,medium,5.8,6.8,2,1.0,concrete,neutral,object,20.0,1,4
snow plow,snow,plow,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
snow shoe,snow,shoe,medium,5.2,6.2,2,1.0,concrete,neutral,sports,20.0,1,4
snow storm,snow,storm,medium,5.6,6.6,2,1.0,concrete,neutral,nature,20.0,1,4
snowy day,snowy,day,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
soap dish,soap,dish,high,5.5,5.7,1,1.0,concrete,neutral,household,20.0,1,4
soccer ball,soccer,ball,medium,5.8,6.8,1,1.0,concrete,neutral,sports,20.0,1,4
soccer coach,soccer,coach,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
soccer field,soccer,field,medium,5.6,6.6,1,1.0,concrete,neutral,sports,20.0,1,4
soccer game,soccer,game,medium,5.6,6.6,2,1.0,concrete,neutral,sports,20.0,1,4
soccer goal,soccer,goal,medium,5.4,6.4,2,1.0,concrete,neutral,sports,20.0,1,4
soccer player,soccer,player,medium,5.4,6.4,2,1.0,concrete,neutral,sports,20.0,1,4
soccer practice,soccer,practice,medium,5.2,6.2,2,1.0,concrete,neutral,sports,20.0,1,4
soccer season,soccer,season,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
soccer team,soccer,team,medium,5.6,6.6,1,1.0,concrete,neutral,sports,20.0,1,4
soda bottle,soda,bottle,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
soda can,soda,can,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
soda pop,soda,pop,medium,5.6,6.6,1,1.0,concrete,neutral,drink,20.0,1,4
soda tab,soda,tab,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,18.5,1,4
sofa bed,sofa,bed,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
soft ball,soft,ball,high,5.8,6.8,1,1.0,concrete,neutral,sports,20.0,1,4
soft drink,soft,drink,medium,5.6,6.6,1,1.0,concrete,neutral,drink,20.0,1,4
soft pretzel,soft,pretzel,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
some way,some,way,medium,5.4,6.4,1,0.5,abstract,neutral,thought,20.0,1,4
song bird,song,bird,medium,5.5,5.7,2,1.0,concrete,neutral,animal,20.0,1,4
song book,song,book,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
sort out,sort,out,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
soul food,soul,food,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
soul mate,soul,mate,medium,5.5,5.7,1,1.0,concrete,neutral,relationship,20.0,1,4
sound mind,sound,mind,medium,5.0,6.0,2,0.4,abstract,positive,thought,20.0,1,4
sound mix,sound,mix,medium,5.5,5.7,2,1.0,concrete,neutral,music,20.0,1,4
sound track,sound,track,medium,5.5,5.7,1,1.0,concrete,neutral,music,23.0,1,4
soup bowl,soup,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
soup can,soup,can,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
soup kitchen,soup,kitchen,medium,5.2,6.2,1,1.0,concrete,neutral,social,20.0,1,4
soup ladle,soup,ladle,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
soup pot,soup,pot,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
soup spoon,soup,spoon,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
sour cream,sour,cream,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
sour dough,sour,dough,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
sous chef,sous,chef,low,4.8,5.8,1,1.0,concrete,neutral,job,20.0,1,4
soy milk,soy,milk,medium,5.4,6.4,1,1.0,concrete,neutral,drink,20.0,1,4
soy sauce,soy,sauce,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
space bar,space,bar,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
space out,space,out,medium,5.2,6.2,1,0.4,abstract,neutral,thought,20.0,1,4
space ship,space,ship,medium,5.5,5.7,2,0.7,concrete,neutral,transport,26.5,2,4
space station,space,station,high,5.5,5.7,2,0.7,concrete,neutral,object_neutral,31.0,2,4
spare room,spare,room,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
spare time,spare,time,medium,5.4,6.4,2,1.0,concrete,neutral,time,20.0,1,4
spare tire,spare,tire,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
spare wheel,spare,wheel,medium,5.5,5.7,1,1.0,concrete,neutral,transport,23.0,1,4
sparkling water,sparkling,water,medium,5.4,6.4,2,1.0,concrete,neutral,drink,20.0,1,4
sparkling wine,sparkling,wine,medium,5.2,6.2,2,1.0,concrete,neutral,drink,20.0,1,4
speak out,speak,out,medium,5.4,6.4,1,0.5,abstract,positive,communication,20.0,1,4
speak up,speak,up,medium,5.6,6.6,1,0.5,abstract,positive,communication,20.0,1,4
speaker wire,speaker,wire,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
special order,special,order,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
speed boat,speed,boat,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
speed bump,speed,bump,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
speed limit,speed,limit,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
speed trap,speed,trap,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
spell out,spell,out,medium,5.2,6.2,1,0.5,abstract,neutral,communication,20.0,1,4
spelling bee,spelling,bee,medium,5.6,6.6,1,1.0,concrete,neutral,school,20.0,1,4
spelling test,spelling,test,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
spider web,spider,web,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
spirit day,spirit,day,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
spirit week,spirit,week,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
split pea,split,pea,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
sports car,sports,car,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
sports day,sports,day,medium,5.4,6.4,2,1.0,concrete,neutral,school,20.0,1,4
sports drink,sports,drink,medium,5.4,6.4,2,1.0,concrete,neutral,drink,20.0,1,4
spot light,spot,light,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
spray bottle,spray,bottle,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
spray can,spray,can,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
spray paint,spray,paint,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
spread sheet,spread,sheet,medium,5.4,6.4,1,1.0,concrete,neutral,technology,20.0,1,4
spring back,spring,back,medium,5.0,6.0,2,0.5,abstract,neutral,action,20.0,1,4
spring break,spring,break,medium,5.6,6.6,2,1.0,concrete,neutral,time,20.0,1,4
spring clip,spring,clip,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,23.0,1,4
spring day,spring,day,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
spring flower,spring,flower,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
spring rain,spring,rain,medium,5.2,6.2,2,1.0,concrete,neutral,weather,20.0,1,4
spring roll,spring,roll,high,5.5,5.7,2,1.0,concrete,neutral,food,23.0,1,4
spring time,spring,time,medium,5.6,6.6,1,1.0,concrete,neutral,time,20.0,1,4
spring water,spring,water,medium,5.5,5.7,1,1.0,concrete,neutral,drink,24.5,1,4
squad car,squad,car,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
square dance,square,dance,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
staff meeting,staff,meeting,medium,5.4,6.4,2,1.0,concrete,neutral,work,20.0,1,4
staff member,staff,member,medium,5.2,6.2,2,1.0,concrete,neutral,job,20.0,1,4
stained glass,stained,glass,medium,5.5,5.7,1,1.0,concrete,neutral,craft,26.0,1,4
stamp album,stamp,album,high,5.0,5.0,1,1.0,concrete,neutral,object_neutral,24.0,1,3
stamp pad,stamp,pad,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
stand back,stand,back,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
stand off,stand,off,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
stand out,stand,out,medium,5.6,6.6,2,0.5,abstract,positive,action,20.0,1,4
stand up,stand,up,high,5.8,6.8,1,0.6,abstract,neutral,action,20.0,1,4
staple remover,staple,remover,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
star light,star,light,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
start out,start,out,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
state fair,state,fair,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
state of mind,state,of,medium,5.2,6.2,1,0.4,abstract,neutral,thought,20.0,1,4
state park,state,park,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
station wagon,station,wagon,medium,5.5,5.7,1,1.0,concrete,neutral,transport,26.0,1,4
stay away,stay,away,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
steak knife,steak,knife,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
steam boat,steam,boat,medium,5.5,5.7,1,1.0,concrete,neutral,maritime,21.5,1,4
steam train,steam,train,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
steel bar,steel,bar,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
steep hill,steep,hill,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
step back,step,back,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
step down,step,down,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
step in,step,in,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
step ladder,step,ladder,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
step stool,step,stool,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
stepping stone,stepping,stone,medium,5.5,5.7,1,1.0,concrete,neutral,nature,27.5,1,4
stick around,stick,around,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
stick out,stick,out,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
sticky note,sticky,note,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
stock market,stock,market,medium,5.6,6.6,1,0.7,concrete,neutral,commerce,20.0,1,4
stone wall,stone,wall,medium,5.5,5.7,1,1.0,concrete,neutral,architecture,21.5,1,4
stop in,stop,in,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
stop light,stop,light,medium,5.6,6.6,2,1.0,concrete,neutral,transport,20.0,1,4
stop sign,stop,sign,medium,6.5,6.9,1,1.0,concrete,neutral,transport,18.0,1,5
storage bench,storage,bench,low,4.8,5.8,3,1.0,concrete,neutral,household,20.0,1,4
storage bin,storage,bin,medium,5.4,6.4,3,1.0,concrete,neutral,household,20.0,1,4
storage box,storage,box,medium,5.4,6.4,3,1.0,concrete,neutral,household,20.0,1,4
storage room,storage,room,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
storage space,storage,space,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
store brand,store,brand,medium,5.2,6.2,2,1.0,concrete,neutral,commerce,20.0,1,4
store card,store,card,medium,5.2,6.2,2,1.0,concrete,neutral,commerce,20.0,1,4
store clerk,store,clerk,medium,5.2,6.2,2,1.0,concrete,neutral,job,20.0,1,4
store front,store,front,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
store hours,store,hours,medium,5.2,6.2,2,1.0,concrete,neutral,commerce,20.0,1,4
store manager,store,manager,medium,5.4,6.4,1,1.0,concrete,neutral,job,20.0,1,4
store owner,store,owner,medium,5.4,6.4,1,1.0,concrete,neutral,job,20.0,1,4
store policy,store,policy,medium,5.0,6.0,1,0.7,concrete,neutral,commerce,20.0,1,4
store receipt,store,receipt,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
store room,store,room,high,5.5,5.7,2,1.0,concrete,neutral,household,21.5,1,4
storm cloud,storm,cloud,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
storm door,storm,door,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
story book,story,book,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
story time,story,time,medium,5.6,6.6,1,1.0,concrete,neutral,time,20.0,1,4
straight path,straight,path,medium,5.0,6.0,1,0.5,abstract,neutral,action,20.0,1,4
strawberry jam,strawberry,jam,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
strawberry pie,strawberry,pie,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
stream bed,stream,bed,medium,5.0,6.0,1,1.0,concrete,neutral,nature,20.0,1,4
street address,street,address,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
street corner,street,corner,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
street fair,street,fair,medium,5.4,6.4,2,1.0,concrete,neutral,social,20.0,1,4
street lamp,street,lamp,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
street light,street,light,medium,5.6,6.6,2,1.0,concrete,neutral,transport,20.0,1,4
street number,street,number,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
street sign,street,sign,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
strike back,strike,back,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
string along,string,along,medium,5.0,6.0,1,0.4,abstract,negative,action,20.0,1,4
string bean,string,bean,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
string cheese,string,cheese,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
string light,string,light,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
strong side,strong,side,medium,5.0,6.0,2,0.5,abstract,positive,thought,20.0,1,4
strong start,strong,start,medium,5.2,6.2,2,0.5,abstract,positive,action,20.0,1,4
strong wind,strong,wind,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
student council,student,council,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
student desk,student,desk,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
study break,study,break,medium,5.2,6.2,1,1.0,concrete,neutral,time,20.0,1,4
study group,study,group,medium,5.4,6.4,2,1.0,concrete,neutral,school,20.0,1,4
study guide,study,guide,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
study hall,study,hall,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
study time,study,time,medium,5.2,6.2,1,1.0,concrete,neutral,time,20.0,1,4
stuffed pepper,stuffed,pepper,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
style guide,style,guide,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
subway car,subway,car,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
subway map,subway,map,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
subway station,subway,station,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
subway train,subway,train,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
subway tunnel,subway,tunnel,medium,5.2,6.2,2,1.0,concrete,neutral,transport,20.0,1,4
sugar bowl,sugar,bowl,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
sugar cone,sugar,cone,medium,5.2,6.2,3,1.0,concrete,neutral,food,20.0,1,4
sugar cookie,sugar,cookie,medium,5.6,6.6,3,1.0,concrete,neutral,food,20.0,1,4
sugar cube,sugar,cube,medium,5.4,6.4,3,1.0,concrete,neutral,food,20.0,1,4
sugar loaf,sugar,loaf,high,5.0,5.0,1,1.0,concrete,neutral,food,22.5,1,3
suit jacket,suit,jacket,medium,5.2,6.2,1,1.0,concrete,neutral,clothing,20.0,1,4
sum up,sum,up,medium,5.4,6.4,1,0.5,abstract,neutral,thought,20.0,1,4
summer break,summer,break,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
summer camp,summer,camp,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
summer day,summer,day,medium,5.6,6.6,1,1.0,concrete,neutral,time,20.0,1,4
summer heat,summer,heat,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
summer rain,summer,rain,medium,5.2,6.2,1,1.0,concrete,neutral,weather,20.0,1,4
summer school,summer,school,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
summer time,summer,time,medium,5.6,6.6,1,1.0,concrete,neutral,time,20.0,1,4
summer vacation,summer,vacation,medium,5.6,6.6,1,1.0,concrete,neutral,time,20.0,1,4
sun beam,sun,beam,medium,5.2,6.2,2,1.0,concrete,neutral,nature,20.0,1,4
sun burn,sun,burn,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
sun deck,sun,deck,medium,5.5,5.7,3,1.0,concrete,neutral,maritime,18.5,1,4
sun dial,sun,dial,medium,5.2,6.2,3,1.0,concrete,neutral,object,20.0,1,4
sun flower,sun,flower,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
sun glasses,sun,glasses,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
sun hat,sun,hat,medium,5.4,6.4,1,1.0,concrete,neutral,clothing,20.0,1,4
sun ray,sun,ray,medium,5.2,6.2,4,1.0,concrete,neutral,nature,20.0,1,4
sun rise,sun,rise,medium,5.6,6.6,4,1.0,concrete,neutral,nature,20.0,1,4
sun roof,sun,roof,medium,5.2,6.2,4,1.0,concrete,neutral,transport,20.0,1,4
sun room,sun,room,medium,5.2,6.2,4,1.0,concrete,neutral,household,20.0,1,4
sun screen,sun,screen,medium,5.4,6.4,3,1.0,concrete,neutral,object,20.0,1,4
sun set,sun,set,medium,5.6,6.6,3,1.0,concrete,neutral,nature,20.0,1,4
sun shine,sun,shine,medium,5.6,6.6,3,1.0,concrete,neutral,weather,20.0,1,4
sun tan,sun,tan,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
sunflower seed,sunflower,seed,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
sunny day,sunny,day,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
super market,super,market,medium,5.6,6.6,1,1.0,concrete,neutral,commerce,20.0,1,4
supply room,supply,room,medium,5.2,6.2,1,1.0,concrete,neutral,work,20.0,1,4
surge protector,surge,protector,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
surprise party,surprise,party,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
swap shop,swap,shop,medium,5.0,6.0,1,1.0,concrete,neutral,commerce,20.0,1,4
sweep away,sweep,away,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
sweet potato,sweet,potato,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
swim class,swim,class,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
swim meet,swim,meet,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
swim race,swim,race,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
swim team,swim,team,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
swimming pool,swimming,pool,medium,5.8,6.8,1,1.0,concrete,neutral,sports,20.0,1,4
swing set,swing,set,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
tab key,tab,key,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,17.0,1,4
table cloth,table,cloth,high,5.5,5.7,1,1.0,concrete,neutral,household,23.0,1,4
table lamp,table,lamp,high,5.5,5.7,3,1.0,concrete,neutral,household,21.5,1,4
table salt,table,salt,medium,5.4,6.4,4,1.0,concrete,neutral,food,20.0,1,4
table setting,table,setting,medium,5.4,6.4,4,1.0,concrete,neutral,household,20.0,1,4
table spoon,table,spoon,medium,5.2,6.2,4,1.0,concrete,neutral,household,20.0,1,4
table top,table,top,high,5.5,5.7,2,1.0,concrete,neutral,household,20.0,1,4
tag along,tag,along,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
tag sale,tag,sale,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
tail light,tail,light,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
take along,take,along,medium,5.2,6.2,2,0.5,abstract,neutral,action,20.0,1,4
take away,take,away,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
